Sample ID,Oxygen Concentration (O2 %),Carbon Dioxide Concentration (CO2 %),Nitrogen Concentration (N2 %),Humidity (%),Temperature (°C),Packaging Type,Storage Time (days)
610,14.52925192,45.98443845,86.88884733,63.15807491,19.36720911,Glass,73
611,0.921623723,7.789221383,53.70181163,63.81470057,10.92584104,Glass,213
612,16.80767734,67.10942604,75.21243681,74.14185032,15.01999921,Glass,171
613,13.22311814,82.1438161,14.09244948,46.20014887,27.15426449,Plastic,270
614,1.808763768,24.54103996,34.89263407,51.16610795,18.94734328,Paper,219
615,18.35779324,42.18795808,39.01596153,82.29820623,11.94447852,Plastic,136
616,19.34623317,83.90004974,51.17844505,48.53191206,3.609799722,Glass,35
617,1.376529361,87.72433472,92.91472839,62.77857428,8.812404049,Plastic,146
618,5.886742846,24.39368003,87.44222637,72.15836784,29.35020698,Plastic,183
619,16.94960675,55.10200639,13.53909668,89.99548961,13.12089189,Paper,78
620,15.73862753,19.33006575,17.36168622,56.11747989,14.15518392,Paper,308
621,3.956489305,10.27768854,35.8282909,55.6855726,14.95794097,Plastic,253
622,4.475400858,91.12093809,29.1453122,80.55530277,26.52312069,Metal,328
623,7.842866948,82.06869967,61.51561822,78.33018668,18.11784853,Paper,236
624,10.22653039,76.02748669,90.28732717,73.8645529,20.81031109,Metal,322
625,13.02152472,4.971755249,96.23292501,57.79377824,11.68240628,Paper,337
626,7.810295067,84.38850639,65.39493496,49.43634721,0.872628558,Glass,77
627,9.766975567,43.86060318,83.83210422,66.52382896,27.92918743,Metal,73
628,15.72214261,34.30527282,52.5676998,82.57339759,28.47383043,Glass,27
629,0.86667894,54.69298847,20.91186199,83.02664749,28.4745916,Glass,38
630,5.375932137,9.226188948,52.51637237,36.5099007,28.3106126,Plastic,254
631,15.00900634,75.68899028,55.55275188,55.70101703,24.45725823,Glass,86
632,18.80982291,58.28526418,74.27151066,57.88331737,20.5378815,Glass,357
633,10.79405854,18.74035068,22.06631067,88.65692205,25.33529755,Glass,359
634,11.22117184,18.90439676,36.89420717,70.67988091,18.01638717,Glass,31
635,2.339895037,18.50644029,36.46634417,54.43478504,4.031088417,Plastic,205
636,9.450918467,5.794538516,95.94801561,31.56347316,11.73654495,Plastic,193
637,11.23170087,58.82106509,44.45010154,63.92310961,29.13884736,Glass,230
638,5.167633526,84.05078294,75.53388733,35.76455854,10.53413441,Metal,181
639,5.727183527,1.848071577,75.106057,80.06699744,26.03483741,Paper,245
640,7.985239009,4.995564033,26.62786406,75.15111963,2.796344123,Metal,40
641,0.519488034,57.31975064,57.22978197,57.63054959,10.02551527,Glass,329
642,6.831454561,81.96761897,89.44085904,55.75264677,10.52859974,Plastic,157
643,4.519263346,32.74121517,47.57225217,83.84033793,1.548076293,Glass,168
644,6.944694661,35.02647844,94.51723898,47.30750103,3.572829906,Glass,158
645,2.603028555,59.6750151,21.52437711,44.94119773,5.794956334,Plastic,130
646,18.71202017,27.49386762,7.508494667,86.35184597,25.13446772,Metal,82
647,12.50608228,2.758175771,89.15624193,78.55475021,1.902059698,Paper,156
648,14.29323847,73.54932896,84.78335168,79.23753558,8.96102704,Glass,175
649,16.59367889,62.6024263,99.25972861,41.71162886,0.305250078,Plastic,288
650,10.51744196,58.11752431,67.97140946,38.59775949,20.86883236,Paper,88
651,1.916634021,74.19424449,93.67512387,31.56177299,18.6090927,Paper,102
652,11.32552672,67.55556067,82.71220761,44.22249054,19.34946786,Paper,248
653,12.36497937,20.66761062,84.45819068,76.4514295,11.23148354,Plastic,206
654,15.67968501,35.31285659,56.95724289,44.40230513,6.248034638,Glass,89
655,9.121684516,12.69840315,38.29822333,73.74619702,21.6096064,Plastic,345
656,2.766428328,13.07271564,93.46235145,45.11449592,24.33353618,Glass,288
657,6.030916431,67.65195506,43.26850584,53.71754988,4.158044943,Metal,310
658,7.688419995,85.87415069,53.92805479,88.98973739,14.60488284,Paper,96
659,13.59967034,96.27698513,44.66681928,44.68870388,7.461470459,Glass,159
660,12.02926657,62.87187704,56.52534956,52.58223764,5.043205836,Metal,114
661,7.542421571,18.4917222,47.10345739,48.06523083,22.0297594,Plastic,24
662,20.7181687,10.65446951,4.891959102,36.57749918,16.14290806,Paper,163
663,12.76069372,81.30381206,88.21661378,59.39364853,6.485559971,Glass,286
664,5.058039947,57.91777199,44.49494251,52.7214398,9.300000336,Paper,353
665,2.227253678,61.8666736,58.93547049,71.69322515,28.99961014,Paper,55
666,3.294756009,78.16806267,14.0048615,79.05567282,25.46038694,Paper,64
667,5.240516523,70.35739505,0.438446013,62.65498287,26.39840229,Plastic,33
668,3.458240701,83.46237946,24.60448035,31.93178533,13.80036291,Paper,46
669,3.999250803,5.715769155,70.48814461,67.13534137,18.71421792,Glass,219
670,6.058489026,74.77731161,10.00953356,33.3234438,11.30303221,Plastic,289
671,3.723508142,85.10019046,90.89785529,66.98137942,2.331359271,Metal,196
672,18.84239737,28.68489074,21.58075468,71.10179696,12.03207932,Glass,253
673,1.776885284,64.08068267,20.53890207,41.86605766,17.8194226,Plastic,286
674,11.06228804,31.48479018,18.23264537,79.16076892,8.614328123,Glass,236
675,8.677293684,95.80130954,1.496773126,84.66510789,25.43851724,Glass,79
676,20.63171309,3.439014886,77.2033663,78.78521785,4.533004775,Metal,92
677,2.441613055,58.0213051,87.51594967,48.30655141,11.01387268,Plastic,96
678,8.41518202,16.73370435,61.45485399,65.19858075,3.74711716,Paper,228
679,20.36193206,71.2507985,18.90117817,84.88890895,12.14496402,Glass,286
680,18.18909893,17.67143931,28.59927189,49.23988357,1.189839149,Glass,362
681,17.17680628,23.61478786,47.64507707,79.20166934,8.176481852,Glass,235
682,5.490169085,49.48764402,95.43916057,30.56850788,12.02205765,Glass,102
683,3.671550576,91.4920115,24.81040204,30.21880217,14.3449609,Glass,252
684,14.0746433,21.25026578,73.1914258,75.58269962,16.31089075,Plastic,140
685,19.52395817,14.50957811,44.00087751,75.68685493,8.249733894,Glass,323
686,11.73634446,75.9217855,29.8549501,77.33863127,15.69124004,Glass,143
687,12.04670521,50.11189128,45.64600211,85.80161027,15.27013865,Glass,240
688,5.951563057,91.18733273,7.213551082,37.07437871,9.485341526,Paper,266
689,16.1824023,14.74679426,79.88886836,43.9190991,24.90600992,Paper,342
690,4.009214345,64.62819651,24.40586261,84.22349522,16.3692338,Plastic,61
691,6.864896041,23.3646267,72.56867111,40.63417187,9.968091562,Glass,23
692,8.991621567,15.76036682,6.928002308,70.93375605,28.42015536,Glass,11
693,10.70905691,68.37459857,95.51434576,61.82778,25.35337239,Metal,16
694,5.166363407,59.40909353,19.38219704,34.99162061,29.47763435,Paper,49
695,2.500089637,75.50726309,88.28593341,47.11581972,20.76701624,Metal,336
696,12.86195889,31.01531139,80.96637364,61.22233299,11.34668717,Glass,170
697,6.132378563,44.85236847,96.78920642,81.141007,8.42582,Glass,119
698,12.24787883,40.60662047,47.84127703,72.45230938,19.89953531,Metal,42
699,3.326180749,98.41053745,72.76698966,67.31298969,29.42449747,Plastic,10
700,10.15582813,29.29567078,37.13399464,59.7619734,18.8014524,Plastic,49
701,11.23111914,29.55224211,18.51838698,47.92103903,26.44844823,Metal,265
702,1.18311192,35.51936606,44.3632857,37.15469468,9.873102931,Glass,207
703,7.135029414,56.50294872,16.65832664,54.54456207,12.20861347,Metal,167
704,2.909266748,25.30704215,98.20625782,31.71110963,27.18825719,Paper,2
705,1.424536883,91.53746504,9.715024465,42.66335336,22.70600106,Plastic,68
706,20.79016886,26.64198793,58.96225117,55.94900255,29.44230961,Metal,308
707,6.83719536,89.59199158,62.68373914,55.11631114,23.24292629,Plastic,210
708,17.02637592,10.43715886,53.85414633,32.65772586,13.45547122,Paper,139
709,5.421989685,65.69061397,66.25236998,65.34360921,15.93204059,Glass,37
710,14.34340689,90.70785329,11.70645942,62.98105535,27.01546477,Glass,218
711,15.98876227,16.9580689,55.54635057,34.68625824,16.54940208,Glass,278
712,12.54884968,96.83586331,28.79253586,86.58978315,7.661921225,Plastic,180
713,9.955942341,45.34304771,94.02358872,35.96296674,13.06859438,Paper,5
714,8.707475106,94.57693933,76.23095818,81.29004907,15.48947967,Metal,130
715,7.391346771,67.71432236,97.25419677,30.01858391,2.901595007,Glass,133
716,19.52715911,30.2285283,3.851851367,82.9368657,22.31288023,Plastic,99
717,17.45994562,18.91142224,28.5848042,31.18318393,3.280618001,Glass,160
718,20.26906243,30.44313112,19.62271641,75.46872191,12.1475314,Paper,236
719,2.697811971,9.392439185,1.214343272,51.70144868,24.13867325,Metal,147
720,15.37513023,14.47240984,24.30834045,74.29300801,14.02711085,Glass,359
721,19.71131555,10.55557799,67.90972075,54.10471233,25.26046559,Paper,115
722,3.887771083,42.35206002,23.18578332,34.25447534,10.25643966,Plastic,4
723,1.489771988,79.57827979,50.9494442,76.05040172,28.72908882,Paper,87
724,15.58942157,14.22421707,88.79302969,34.27516112,6.284052954,Plastic,46
725,12.10648807,13.11901127,69.40641624,85.32722616,1.14792435,Glass,83
726,17.69422143,64.37855206,39.52344408,33.05844215,26.17279629,Glass,154
727,3.021242671,19.7985799,37.309647,58.75951667,22.56608148,Paper,306
728,16.72108682,9.851242807,45.62800782,73.38206585,6.959515112,Plastic,282
729,4.314010989,16.76817296,17.78643996,53.59478789,29.54224821,Paper,327
730,3.520409206,92.38076645,63.43667666,43.03400848,15.06840388,Paper,288
731,3.533155177,82.16497815,36.47886663,75.54545768,28.5319632,Glass,111
732,17.12461165,35.47104978,85.25129839,77.05768229,15.15086314,Glass,117
733,14.00262191,65.61649466,75.67961074,85.36169904,14.1562376,Glass,97
734,11.03206738,53.7738398,61.09026509,52.56990663,13.47415611,Paper,282
735,7.599557118,67.74471392,36.48380204,60.37510407,10.04625828,Paper,189
736,18.4334913,68.29884813,21.07218998,51.78770657,16.01104492,Metal,88
737,8.302102745,62.9105281,77.63757122,45.42490931,13.57663986,Metal,307
738,17.16692828,26.68352672,48.69226899,75.06197769,1.102406299,Paper,87
739,9.277919589,3.996741434,22.55252881,50.3791107,7.813057003,Metal,26
740,7.978138575,45.61112152,19.59794404,55.68896652,6.393684003,Paper,31
741,9.77000752,89.10829108,16.62355036,54.22041946,26.02306807,Glass,126
742,6.39879757,56.99277613,77.7384035,72.75967354,17.96609932,Plastic,198
743,15.72503605,83.25586507,22.97581981,85.06773757,22.91049301,Glass,301
744,10.60685615,99.16327186,52.71156213,70.00536368,28.70478113,Paper,31
745,4.953245329,16.44525879,45.20948146,58.29495577,19.32117818,Glass,317
746,18.90110858,69.20858615,58.00312883,76.75230688,29.47829974,Paper,232
747,8.123326527,67.46192801,87.72777455,68.45827945,9.35292155,Paper,45
748,11.4602548,97.99754919,86.78796427,33.63662143,5.588015469,Metal,316
749,19.04526712,98.56151332,45.16249958,35.73981519,12.09929664,Paper,189
750,13.14657411,68.69919331,1.635088448,32.27501664,14.12398245,Plastic,52
751,2.543169051,24.43711772,42.70173619,57.40897957,26.86084629,Metal,52
752,19.74249138,79.87572823,60.65873439,79.55120606,16.79821317,Plastic,332
753,13.21909831,10.79221051,55.82069943,48.78499016,8.765429983,Paper,318
754,7.099527346,78.09186049,65.16847697,53.04961099,22.27902849,Glass,323
755,3.010786319,91.0285928,15.49216567,84.5686265,15.17495811,Paper,79
756,16.69512646,38.34505614,64.68885637,80.21420672,4.863958358,Paper,49
757,13.0595206,63.10046597,18.34689671,69.90288674,17.30459363,Glass,230
758,11.24933682,43.07125894,75.07734567,46.00822693,27.3418361,Glass,344
759,18.78235499,43.83272899,33.97485256,37.02248896,25.27867852,Plastic,44
760,16.58168171,31.10605182,71.01855379,30.96352936,17.60429918,Metal,292
761,3.270004986,76.23674908,4.881773331,36.42064036,11.31249522,Metal,247
762,6.614991217,93.62403876,40.84521656,47.55578662,2.609362532,Metal,219
763,5.293423022,94.08101084,70.53294877,63.10740381,14.0894677,Plastic,22
764,15.64847751,17.56065036,22.76436458,33.84000497,22.56238313,Plastic,130
765,0.800827886,87.4868906,79.54917578,38.1736667,10.80821159,Glass,7
766,12.01069441,73.769401,63.11489534,40.86484214,7.063404767,Metal,272
767,16.03538653,25.35845633,58.79742104,67.91892558,27.94139158,Paper,350
768,18.42440181,6.821732831,35.41953054,66.94738794,24.64667101,Plastic,44
769,7.249508548,26.87292696,48.29690189,63.04594358,19.14826858,Paper,240
770,17.26427767,91.22960285,59.77519517,45.03008548,4.103500318,Metal,65
771,2.412203302,63.35454962,47.29896518,52.26718147,4.347265212,Metal,246
772,17.7908529,72.13336062,69.86150106,35.80138298,3.096587744,Plastic,73
773,2.764513043,25.78951988,43.42632362,43.58763623,18.48890001,Plastic,71
774,8.403304373,71.96687674,20.30709086,83.86231359,3.466883894,Glass,197
775,16.76347314,2.909338477,21.4719849,88.78150479,25.27881597,Paper,189
776,3.233274232,37.59460244,0.679796507,68.85957514,29.78895005,Glass,158
777,4.89135416,62.71265952,30.16567578,85.00939752,10.99044554,Glass,330
778,15.19507868,14.6950469,74.91687228,68.56451402,13.61009541,Paper,25
779,15.14876361,82.31805709,79.43685461,31.99178917,21.35001531,Metal,338
780,13.49998553,23.57962675,20.32650746,89.8057551,28.11459019,Paper,71
781,14.60352249,65.26288317,95.90849529,35.9371381,26.82281321,Metal,313
782,11.44294087,40.57919454,50.29003907,70.95850809,1.727754862,Glass,223
783,5.362600331,59.64475519,91.70617703,45.17017218,5.072154077,Metal,160
784,7.325046264,10.83431021,70.70585166,53.51886677,22.63791596,Metal,306
785,3.895392281,1.789588712,72.27109896,68.75605109,20.66679324,Metal,75
786,19.08661673,90.9654863,8.595857768,56.18924096,3.996557821,Paper,138
787,12.29288851,27.03603788,22.07711358,45.03276354,15.06193746,Metal,41
788,8.47779461,81.98573258,0.980601846,50.06677121,23.42443893,Paper,303
789,9.755921296,99.93509502,71.64115128,50.49288702,6.563420468,Plastic,334
790,19.8982218,21.22198267,34.50938501,87.55943427,26.13862907,Plastic,309
791,3.305044325,26.59055704,78.68658636,77.91678096,1.589153245,Glass,16
792,12.35220349,66.31969278,33.95972837,57.51292629,23.46585255,Glass,189
793,10.67307339,96.5483186,81.95144185,41.98925522,18.47456699,Paper,28
794,12.87939352,91.58985338,13.15675555,78.66096662,9.4559804,Metal,163
795,0.478502842,50.33726445,17.41997836,39.4309483,21.62797645,Metal,317
796,18.3273897,79.53151722,34.1535663,42.62773303,23.47097385,Plastic,55
797,19.5812721,13.66101072,40.90789015,51.96080351,28.01696914,Paper,274
798,11.91128354,97.7460746,34.9354108,82.82089175,11.03324016,Metal,305
799,14.66000222,96.43888808,76.38833855,37.90720012,20.58050208,Metal,102
800,19.38023707,16.45652289,9.785444123,37.33405157,18.07848831,Paper,42
801,14.88128746,30.01237017,35.18658026,59.6384993,15.75618208,Glass,263
802,3.288065997,10.10548425,83.74027595,46.58463247,26.71249422,Paper,171
803,12.14442673,27.24458813,6.773028018,64.1236765,0.095019424,Paper,208
804,12.78034447,81.61398336,94.24011642,57.09820108,8.463348183,Metal,315
805,8.96433103,37.89372916,98.63305254,56.09754638,16.14831719,Plastic,49
806,15.49168452,8.930857018,8.947960565,36.71837823,5.348797849,Metal,60
807,19.62827061,34.28832993,29.19812497,38.46298141,27.23599601,Metal,6
808,19.44438192,98.14019509,37.30282654,79.26471465,19.42785353,Metal,148
809,9.522542862,63.00539117,77.66149773,83.15296425,14.33648984,Paper,287
810,2.466675158,41.67447855,59.63308853,44.08101197,24.44105277,Paper,211
811,20.68318106,16.7371975,64.47213348,36.80763009,13.52658574,Metal,150
812,17.63297001,98.61906205,75.7752313,33.20500032,16.75959036,Metal,85
813,2.705450037,82.10281603,11.88610204,66.49785682,0.082529867,Plastic,160
814,19.34559535,28.21958251,83.33762475,72.92119275,10.97101591,Glass,47
815,18.28083397,7.099862703,70.59141844,52.36859935,4.163714171,Metal,162
816,10.94371539,5.756893182,57.77643835,70.78055205,20.69066042,Paper,155
817,12.45765661,12.12577714,88.98455994,72.77752893,14.37080877,Glass,230
818,8.439156511,58.1187815,70.06060475,86.12053688,9.052726718,Glass,300
819,1.244518251,92.88346578,20.24982627,33.89241827,14.03497018,Plastic,158
820,7.10562235,49.72466846,43.03156357,41.53750339,6.288896639,Glass,161
821,16.87963708,84.3102537,49.45488241,34.11155926,27.75259897,Metal,247
822,0.196809281,44.64407332,5.616240912,82.079636,1.619178977,Metal,56
823,7.070132688,70.88749622,95.46828758,77.5552296,25.96251106,Paper,151
824,8.421725696,73.21408645,12.94486835,64.47852424,15.34076366,Metal,299
825,11.3315681,17.47897422,69.7763806,35.0198046,18.56839488,Metal,54
826,19.32498238,36.18548429,50.67248051,46.39874152,9.078168627,Plastic,223
827,7.338631282,63.76648544,2.660661763,47.86319088,29.0009285,Glass,254
828,7.35132192,7.162591158,92.48227284,63.64459176,8.455528756,Plastic,68
829,15.51377609,36.21786476,85.1984972,45.48263364,17.66633991,Glass,53
830,9.551354965,53.52646668,52.473367,34.37759183,29.80250115,Plastic,245
831,4.794240799,99.62282686,22.97133938,73.84573811,26.43283189,Paper,40
832,9.555985887,47.50590291,12.25012678,47.9448127,16.08989476,Plastic,342
833,3.043911726,81.62407004,36.4029087,57.14245062,29.71123569,Plastic,351
834,3.786488018,43.26352178,25.61728528,37.6599981,21.04109585,Paper,138
835,10.51588645,79.65943319,50.71845098,78.1528982,6.261012484,Metal,266
836,8.855541895,59.58193868,96.64428868,63.93191262,12.16788631,Metal,138
837,19.22027933,88.67088461,57.53785397,84.09513757,10.03480002,Paper,292
838,7.674032492,41.15316098,89.00411248,59.72829378,10.32041125,Paper,210
839,12.23429652,60.47001154,65.12279587,86.48554031,22.81369318,Plastic,172
840,13.31432362,63.03886619,47.57712801,83.51209226,17.52788782,Paper,185
841,0.373674143,41.79655589,85.47529552,64.58759139,1.142781348,Paper,299
842,13.96793108,14.51677316,47.18967421,86.03360629,26.32345451,Glass,240
843,3.820951708,9.446584751,86.87595423,49.38532484,8.903884214,Glass,211
844,20.18636964,1.765487905,29.22851928,51.93852976,29.91224631,Metal,363
845,3.20705101,87.366073,12.96842607,32.72867708,28.62572191,Paper,151
846,8.765644186,23.72384373,85.54591499,65.35205441,28.2159215,Plastic,124
847,1.883808063,21.22952425,58.78277486,73.3154382,24.33382812,Metal,49
848,20.93467186,73.6299365,88.92033059,76.41115141,6.618399951,Metal,124
849,10.59587572,32.0696097,93.78893798,38.98897716,15.97898232,Metal,68
850,12.54354686,50.65386477,5.457476198,56.64954434,6.729078805,Paper,358
851,1.501898377,16.33485542,50.14683326,40.61179273,7.790263668,Paper,231
852,15.77417383,95.97859757,37.55895845,69.72764093,18.32855308,Plastic,346
853,4.487026896,85.17298186,62.62325387,39.47678235,1.225006361,Plastic,9
854,18.86933465,86.39258333,79.3797606,84.24982104,29.083757,Metal,266
855,4.387418486,40.73669748,28.13096258,43.83807874,27.56019518,Paper,125
856,4.085373362,76.25988525,55.7241586,47.48413598,11.42302716,Plastic,321
857,0.863888058,14.47322792,70.90198513,81.05437933,15.46267344,Glass,112
858,9.966199153,0.961038359,13.52966518,57.50805661,13.98358258,Glass,328
859,11.90517969,2.095295965,81.4252839,31.43975675,26.46599336,Metal,330
860,1.473310564,58.70151357,60.65034903,59.67517507,20.65805629,Glass,54
861,16.30852719,45.59395103,94.95878997,35.07260012,8.343337423,Metal,89
862,9.573736646,51.84973336,34.01893902,89.12068312,13.40523763,Paper,95
863,11.05975663,0.845567728,10.90377964,65.28669423,12.86897927,Metal,359
864,9.311941411,42.3263933,50.69946998,45.39195706,28.78005505,Metal,250
865,8.475947972,71.8350093,8.672496094,63.82306077,5.259327315,Paper,317
866,11.79648292,44.32510083,96.95569968,34.6120262,2.687290119,Plastic,166
867,3.34452114,73.24869871,3.96462733,77.99347826,26.41856496,Plastic,227
868,3.902297927,23.37859454,75.37503972,85.51968323,26.90057969,Plastic,136
869,18.11131948,81.33288625,52.55772957,82.46666329,26.15217264,Plastic,65
870,19.87381316,58.88428092,36.92520318,50.50545614,15.32930747,Metal,5
871,7.90216471,21.15523363,6.677632234,49.54608718,19.79233285,Plastic,120
872,5.758563669,23.74837554,62.25447572,32.10525667,16.90089143,Glass,219
873,13.55959045,62.84024341,58.56351091,69.08402152,2.083434782,Glass,43
874,8.642544176,83.01096536,28.16023898,62.09428705,17.87504691,Plastic,188
875,0.630574833,41.62121542,91.03114797,57.56078228,0.408424418,Glass,26
876,3.363589285,25.90421287,30.48058973,84.4578572,9.749622287,Glass,267
877,15.06381958,86.71445953,45.02756852,40.07273406,27.96877728,Paper,162
878,13.87151039,66.95990235,54.42186935,30.579976,9.121358089,Paper,233
879,0.666306243,44.86374018,10.11316463,34.39898713,28.19479928,Plastic,130
880,4.739218184,48.84122951,93.22295575,43.40228627,7.504018714,Metal,21
881,4.929463249,20.50522115,37.51616163,31.99713296,9.436867214,Metal,128
882,14.14255834,62.71758274,8.169843466,60.17062264,18.85222489,Paper,76
883,0.511950239,35.9383768,38.79038825,48.84542731,22.84880918,Paper,73
884,2.275869363,99.56495315,60.06023445,40.82898048,15.04163304,Metal,233
885,16.81824618,48.07033317,51.41390191,75.0050445,26.46347062,Plastic,343
886,3.831583437,48.63997206,69.48474321,42.26707957,1.207212648,Metal,106
887,13.74239365,56.62859356,5.642845813,71.25630606,27.66584516,Metal,9
888,5.078020124,91.68392471,28.52560697,50.95589435,5.889233997,Glass,119
889,2.178325109,80.10172818,81.94113463,60.70966564,26.52716235,Metal,50
890,5.182298792,45.16789397,8.08137941,86.03202239,12.02589538,Paper,10
891,15.19537888,71.89805667,85.56304687,32.24109809,24.98271168,Plastic,113
892,17.98405618,58.66492633,9.280419599,60.01587045,20.14996649,Metal,266
893,17.45159517,49.28746817,83.46197607,81.26537762,5.278248974,Glass,78
894,8.401135769,19.3123457,36.14276127,65.2784549,27.5414271,Paper,36
895,14.06297935,46.44723272,61.25968542,46.61223102,7.365521715,Paper,202
896,4.384171774,24.65727684,15.37342285,53.86086811,7.324203561,Glass,312
897,6.226787562,91.49273077,6.7102553,70.81593772,24.4253669,Paper,118
898,18.83341861,33.60714067,21.67222658,83.44871366,3.176197667,Glass,190
899,0.371740201,95.23117505,12.87259641,32.46398242,6.661077191,Paper,242
900,1.887128295,53.35222348,31.30934918,34.29232931,15.1103272,Paper,293
901,4.444822733,63.19128343,51.48688633,49.50309142,24.91431086,Paper,169
902,0.654523061,54.3397504,58.91707041,43.96678107,4.424519242,Paper,230
903,3.892000593,13.02512363,79.00782393,45.89585317,16.43004704,Glass,48
904,12.28556862,37.64453978,65.65836534,43.27619992,21.33721775,Metal,150
905,8.907773107,10.00469662,60.91495668,41.74950293,25.81785674,Paper,343
906,18.75683876,62.33310901,41.23702455,37.83743801,28.06696681,Glass,208
907,17.18457044,44.7427321,47.43346265,86.03724791,23.53919743,Glass,61
908,7.24398265,77.82069866,41.51063086,38.65136783,19.58485195,Glass,331
909,5.521949759,22.12500105,84.2323864,42.26422649,13.00860256,Metal,117
910,8.035571331,16.54014924,23.07704521,44.77594344,3.363304626,Plastic,239
911,12.4371643,40.69258987,0.671521061,85.98089239,21.29211578,Glass,355
912,5.702530093,92.66587978,65.16685773,75.34284802,29.78211913,Glass,48
913,13.14471217,71.07113932,20.32597215,77.38196582,22.10281784,Glass,245
914,8.656703531,41.95047012,89.02250212,36.28549557,0.501332812,Metal,293
915,11.63778608,51.77548976,85.91872834,80.1785925,14.88779934,Paper,5
916,9.215044459,8.512879817,7.765064456,54.49158491,18.43939897,Metal,100
917,6.254334374,98.45913205,10.7282017,45.76938157,20.69022603,Glass,205
918,19.92267412,66.67408974,49.56764207,64.54500501,21.59177507,Plastic,180
919,16.0593611,28.61186644,60.96134401,79.33097435,16.74325324,Glass,17
920,3.028365374,58.62225858,27.56334291,76.71912906,6.700809982,Paper,90
921,18.2509807,11.03728837,71.7080919,83.39984895,28.26601984,Plastic,108
922,10.28731204,96.58708321,59.53211049,85.68793116,20.89999403,Plastic,190
923,18.79614154,17.56102029,32.54992856,44.28732429,7.105201106,Metal,180
924,16.81697485,64.83822877,2.634611655,55.43147365,9.669654968,Metal,249
925,8.986962243,24.62090081,75.0400131,30.87771235,27.65783012,Paper,251
926,0.569608544,71.78438213,21.55389122,82.75929956,26.6245556,Metal,20
927,5.715356811,77.70445459,83.46392697,39.27432909,12.15439315,Paper,359
928,11.42015509,67.37463092,42.08699698,81.68848874,1.14921666,Plastic,97
929,13.33969479,61.48849608,57.75003652,49.76323932,1.454921067,Plastic,222
930,5.489852626,89.25766249,87.30757817,52.0880154,8.517548728,Plastic,144
931,3.012541948,7.954808428,86.37593779,32.34793527,18.87366658,Paper,7
932,17.55004195,33.1583851,37.21480557,49.61272739,17.52583906,Metal,350
933,20.67400558,24.90391922,20.96800038,83.30182097,19.01483361,Metal,322
934,11.08692481,98.80259481,77.53709317,31.53284407,21.51848916,Metal,268
935,3.688097074,39.00003899,43.36471234,54.37964838,0.570967608,Glass,296
936,5.791223124,73.28800865,19.28499516,31.88397779,3.152567855,Plastic,1
937,0.48436514,68.50404387,90.4520917,52.25540551,10.78450355,Plastic,58
938,19.20884506,21.28691562,19.890609,40.35843845,4.645799926,Glass,264
939,2.560997632,23.97586825,2.678136102,45.1331036,2.259601276,Plastic,90
940,12.14919434,28.2003279,2.125969379,82.65590239,19.22893188,Plastic,75
941,5.827754112,41.1716151,62.26930411,56.16295324,24.46009432,Glass,341
942,11.68232025,23.50907406,66.20133857,46.42787948,22.57879972,Plastic,261
943,13.71468612,2.063183126,31.17306634,65.36030268,24.51119336,Metal,282
944,17.4416037,87.95136638,32.06909783,38.52641759,19.97569632,Glass,341
945,4.41420458,96.56442215,34.01544211,45.56349645,22.06035965,Plastic,329
946,0.329812819,34.22288166,68.04783882,62.77487806,8.153363226,Metal,357
947,2.960909668,33.91683725,5.907565724,44.25138251,29.79024109,Paper,243
948,18.91038961,0.808472096,92.91872363,70.74766424,5.494969635,Plastic,322
949,18.36430262,68.05704376,22.32985231,59.48947814,6.434816232,Glass,119
950,12.58593384,82.56144559,99.9673532,76.31934422,8.667654954,Metal,47
951,12.65080238,14.74616921,17.23511711,86.89467214,29.2599729,Paper,168
952,13.9992665,16.0506683,77.17749109,36.94829336,29.64865768,Paper,348
953,3.765259723,79.02931667,22.41891324,50.0799006,23.84681249,Plastic,27
954,19.21120967,61.66744576,8.176595484,49.17294377,18.87172796,Paper,296
955,8.85230397,4.581569707,87.5058391,39.07097516,15.60187726,Glass,1
956,8.10759524,62.29244435,85.88925079,78.61818824,29.11862537,Paper,174
957,10.94538004,30.96088051,40.41668221,75.59272224,20.86868409,Plastic,167
958,1.081588706,36.93564303,70.26937464,59.06552825,28.34190385,Paper,18
959,3.575322407,76.99616869,55.75088668,62.26624667,9.496523984,Plastic,91
960,15.52490258,81.11242575,85.31031576,33.57264828,10.01324377,Paper,303
961,1.83049216,40.09562702,31.57409133,63.33044114,25.64173782,Metal,202
962,12.70587909,94.72057831,52.41487276,77.48049144,4.495647618,Plastic,21
963,5.227796392,40.70562552,48.58869988,64.42965442,28.37783584,Glass,156
964,8.236278333,77.20641992,35.45519204,45.91838221,15.22423064,Glass,14
965,6.133699099,48.43933873,89.15636095,70.05289634,27.79241636,Paper,20
966,7.533559774,89.76347942,16.67120467,51.6893058,10.10378366,Metal,244
967,15.12805942,90.78534824,15.03591309,62.69239706,21.47876712,Paper,173
968,6.309843857,8.832939106,57.73326258,59.2539218,14.48625366,Paper,122
969,11.93785698,93.6556838,65.78367358,52.87050006,18.80410891,Metal,184
970,10.04945341,82.57093067,19.54246351,73.13267882,15.13117479,Plastic,308
971,13.97072736,79.15194036,39.13267248,83.03256672,29.01346852,Glass,68
972,19.67974155,20.17104283,94.66172791,30.31275111,20.76316193,Metal,293
973,15.41075683,80.53140895,24.73708053,86.01699115,7.539569059,Paper,338
