Sample ID,Solvent Type,Temperature (°C),Casting Speed (m/min),Pressure (bar),Solvent Concentration (%),Additives (Type),PLA Yield (%),Quality Classification
527,Dichloromethane,217.7779433,4.217978191,6.000491018,5.624192109,Fillers,87.18526001,High
528,Ethyl Acetate,205.6693759,1.524346411,10.0212804,8.173125898,None,93.93151819,High
529,Ethyl Acetate,206.8591659,2.859963556,9.650210796,8.744347493,Plasticizer,86.21734569,Low
530,Ethyl Acetate,205.2912861,4.127435366,11.36896988,7.687005021,None,91.29625718,High
531,Acetone,187.9596856,2.090648638,12.62336594,6.062218289,Plasticizer,87.13511368,High
532,Toluene,196.7333546,3.389943367,14.00163734,7.006928877,Fillers,91.05866848,High
533,Acetone,210.0375919,1.605342083,15.51344225,7.604055965,Stabilizer,88.83104167,High
534,Acetone,184.0549159,0.991757504,7.471658461,4.024675226,Plasticizer,86.01676896,Low
535,Dichloromethane,191.114111,4.074729013,6.059048299,8.476634087,Fillers,90.82475068,High
536,Ethyl Acetate,191.0527643,0.945358805,21.84861123,9.602596312,Stabilizer,91.83042747,High
537,Toluene,197.2807571,1.721216278,18.43337062,5.721914521,Plasticizer,91.80272619,High
538,Dichloromethane,219.2147496,4.347992399,16.10360506,7.608537465,Stabilizer,91.37034409,High
539,Acetone,182.7001019,2.059111792,20.86099853,7.896207246,None,90.00224781,High
540,Ethyl Acetate,200.7480398,4.878704073,25.69198518,7.29798038,Fillers,90.19472617,High
541,Dichloromethane,187.1745873,4.908804506,15.69232273,6.376920867,Fillers,91.3564011,High
542,Ethyl Acetate,218.8270618,1.707242092,21.02798663,9.053183637,Fillers,91.90259362,High
543,Dichloromethane,184.5321402,0.684402,28.8393056,5.591413674,Fillers,91.54876739,High
544,Ethyl Acetate,196.1440401,3.672784779,25.9906124,2.488823652,Plasticizer,90.86945565,High
545,Acetone,209.5153994,2.529439262,15.65002026,8.756451006,None,86.55838985,Low
546,Toluene,208.1821771,0.953387798,21.11792095,7.391850179,Stabilizer,87.10616538,High
547,Acetone,196.9091455,3.683852685,9.426773048,8.794069012,Fillers,87.60224021,High
548,Toluene,193.8609667,0.640287091,19.01305462,3.10837954,Fillers,94.19661657,High
549,Ethyl Acetate,195.9044951,4.415885107,29.53320728,2.246023524,Plasticizer,92.59395092,High
550,Dichloromethane,190.5710505,1.123936381,17.95787788,9.474996323,Plasticizer,90.5286682,High
551,Acetone,188.2133175,1.072903454,28.19095748,3.181826447,Plasticizer,87.52056929,High
552,Toluene,199.3215879,1.290525341,15.18337301,8.477218657,None,86.10891523,Low
553,Acetone,190.7413502,4.821198613,29.97112068,8.585679537,Stabilizer,93.98759226,High
554,Toluene,191.4984666,3.619262121,19.48050088,7.669641604,None,93.92666016,High
555,Acetone,206.2702425,4.10617191,6.056724856,3.050097689,Fillers,86.10695596,Low
556,Toluene,218.7414933,2.289357436,19.66886992,7.339188996,Plasticizer,92.97216666,High
557,Toluene,204.145488,2.013407274,11.86431739,9.112692667,Fillers,89.46645069,High
558,Ethyl Acetate,183.0791787,1.555178031,5.812033051,5.404253158,Stabilizer,88.23966933,High
559,Toluene,183.0233446,2.662916127,25.52133262,5.308134835,Stabilizer,92.39104536,High
560,Ethyl Acetate,218.0569288,2.983229301,11.89324092,5.542866477,None,91.14329541,High
561,Toluene,191.8916316,3.342986796,24.91371385,2.658175125,None,92.80030108,High
562,Dichloromethane,183.6826794,1.657033268,12.20543957,9.136204552,Plasticizer,85.74328861,Low
563,Dichloromethane,203.9617835,4.768943364,9.858158847,8.953462912,Plasticizer,88.1858702,High
564,Dichloromethane,204.9459511,1.263913242,29.34838935,9.983274574,Fillers,88.1931685,High
565,Toluene,205.9401928,4.845439286,14.04113319,6.681465132,Plasticizer,88.29753092,High
566,Ethyl Acetate,190.6960811,0.566852551,20.03440529,8.009533092,Plasticizer,90.02479873,High
567,Ethyl Acetate,180.6044274,2.665065613,20.24953732,3.62137525,Fillers,87.83013803,High
568,Toluene,218.6006148,2.000155272,19.01183705,7.340230546,Stabilizer,89.4438361,High
569,Dichloromethane,190.0357218,2.521055363,27.86739359,7.19786279,Plasticizer,88.67777593,High
570,Dichloromethane,207.0410515,3.067990605,21.86102678,9.209669887,Plasticizer,92.35296048,High
571,Ethyl Acetate,208.2651948,2.460151211,15.0933251,8.646341783,Fillers,91.03500796,High
572,Dichloromethane,204.4002967,2.366810826,26.55950961,9.507731701,Fillers,91.53629432,High
573,Acetone,192.5162958,3.797255369,9.526572478,8.950667782,Fillers,87.10583894,High
574,Ethyl Acetate,190.8438502,3.586443238,18.60591894,8.949551159,Fillers,88.25502165,High
575,Dichloromethane,203.9067313,4.249720769,28.7637593,2.509786614,Fillers,85.21165448,Low
576,Ethyl Acetate,214.6438253,1.624815416,20.63494075,8.767695622,Plasticizer,86.08374707,Low
577,Acetone,217.8693492,3.242878294,25.42421126,6.859827156,None,87.65054232,High
578,Ethyl Acetate,184.2362322,3.133376534,21.33901814,5.043555614,None,85.65463721,Low
579,Ethyl Acetate,186.1931445,2.163820149,25.98427159,2.452116995,None,91.026324,High
580,Ethyl Acetate,217.7894504,2.687258939,28.612197,7.421390198,Plasticizer,94.98130116,High
581,Ethyl Acetate,209.4614091,1.912019645,11.82304319,4.625614004,Stabilizer,86.00815214,Low
582,Acetone,215.319753,1.138299789,9.241527031,5.74221012,Plasticizer,93.21230213,High
583,Toluene,188.1053054,1.462105448,17.09976876,7.453827496,None,86.18816247,Low
584,Ethyl Acetate,203.5034348,0.974811409,22.54656067,9.294196376,None,91.69914019,High
585,Ethyl Acetate,208.0455838,3.573813088,10.67978133,8.603495325,Fillers,91.43157603,High
586,Dichloromethane,207.2044754,3.473273269,5.102536261,5.604777033,Fillers,94.02716935,High
587,Ethyl Acetate,196.3260676,4.777728672,13.5733779,5.10226526,Fillers,86.13945614,Low
588,Dichloromethane,180.6157957,3.783552861,29.22148339,3.918237911,Plasticizer,88.15444466,High
589,Toluene,203.3170423,0.734206274,22.37418652,4.979414009,Stabilizer,85.9077976,Low
590,Acetone,190.1240616,4.479103283,15.0331361,2.888371098,Stabilizer,89.07383326,High
591,Acetone,198.0101698,4.382038233,9.814402434,9.768844067,Fillers,94.11593174,High
592,Toluene,218.3032406,2.494941443,13.90224184,6.591339552,Stabilizer,92.81523151,High
593,Acetone,195.9614127,3.136383727,9.245985833,3.022446742,None,92.229001,High
594,Toluene,213.5920643,4.892352496,7.657645533,4.822448074,None,90.33027505,High
595,Toluene,187.5416242,2.895369637,27.66855931,6.376313149,Fillers,93.83485742,High
596,Toluene,206.8984199,4.573948228,29.94125846,6.263085093,Fillers,89.49441798,High
597,Acetone,219.0802782,0.87367441,9.10286099,2.28402695,Fillers,86.49685667,Low
598,Dichloromethane,184.075724,1.359733409,6.363063972,9.606728274,Stabilizer,93.37585223,High
599,Toluene,180.3327977,2.483397245,13.24327768,4.203005452,Plasticizer,87.79638328,High
600,Ethyl Acetate,197.3433117,3.131405638,16.54147952,2.129477351,Fillers,85.53633541,Low
601,Acetone,183.7050193,4.173025333,10.12053118,2.611552072,Stabilizer,86.26038031,Low
602,Toluene,209.935374,4.947179518,12.53562279,6.641559226,Fillers,91.09058916,High
603,Toluene,216.5819466,2.249831734,10.02176839,3.102284165,Plasticizer,91.07081964,High
604,Ethyl Acetate,197.3608389,0.713370363,24.35651421,2.333798343,Fillers,87.60183171,High
605,Dichloromethane,190.3484657,4.105271765,22.81444858,5.037011731,None,92.27180148,High
606,Dichloromethane,197.3761328,3.219713236,20.87378789,6.982089539,Fillers,92.73640155,High
607,Dichloromethane,208.9379127,1.393442865,14.68044643,2.894718439,None,94.20502626,High
608,Toluene,180.3621665,2.726728055,27.72602353,4.506622657,None,90.84937499,High
609,Toluene,203.5781596,3.840396105,29.23831354,5.342085373,Stabilizer,92.79423364,High
610,Toluene,204.5316674,3.966853042,9.340982816,3.275680782,Stabilizer,92.5309968,High
611,Acetone,205.5075299,2.748282854,10.57531604,6.048591188,None,87.57809048,High
612,Ethyl Acetate,189.6808832,1.873465386,18.1407757,2.681712695,None,88.10225928,High
613,Toluene,208.5621089,4.881841619,7.281264232,2.372147971,Fillers,89.78482396,High
614,Ethyl Acetate,183.6556595,3.485131749,15.91120997,6.158682937,Fillers,85.19038968,Low
615,Ethyl Acetate,187.9708135,2.337068837,19.54478162,3.983175782,None,87.97397773,High
616,Dichloromethane,215.0988019,1.762084509,18.05183928,2.762990463,Stabilizer,89.73882873,High
617,Acetone,209.548926,3.789963424,13.27271458,5.3913007,Fillers,86.08069295,Low
618,Toluene,180.5498222,1.589825505,18.56114515,9.321125916,Fillers,86.26275888,Low
619,Dichloromethane,189.9350504,1.27269495,28.97002386,7.793539573,Fillers,89.63236736,High
620,Dichloromethane,188.5762593,2.8842525,10.15043511,8.524927323,Stabilizer,92.30965032,High
621,Toluene,190.8322531,1.804943267,21.37078396,8.97531191,None,93.33748931,High
622,Ethyl Acetate,189.9023908,3.330073152,6.084917354,9.781021931,Fillers,90.46313898,High
623,Dichloromethane,182.5010518,1.030724037,6.660410112,8.105972588,Stabilizer,89.74748988,High
624,Ethyl Acetate,198.3576207,3.447234971,18.79570561,6.867263376,Stabilizer,88.84280568,High
625,Acetone,209.309339,1.774834376,7.623479508,4.923407042,Stabilizer,86.92948992,Low
626,Ethyl Acetate,204.269269,0.501093205,5.558669711,3.453145892,Stabilizer,86.46562003,Low
627,Acetone,206.9148667,1.07121226,9.287824941,7.493278992,Fillers,92.91896452,High
628,Ethyl Acetate,183.2459671,4.7012692,19.12122927,9.959599889,None,89.65006632,High
629,Dichloromethane,218.0596284,4.403095876,22.58352386,5.738869477,None,92.90320245,High
630,Dichloromethane,213.5396734,1.551240644,10.0619641,7.789434945,Stabilizer,92.04083036,High
631,Acetone,212.2036127,4.00267357,21.70648593,5.9607396,None,86.93895914,Low
632,Toluene,212.9193522,3.238572169,9.561908277,5.455467387,Fillers,90.10307264,High
633,Acetone,217.3084203,4.869071202,20.33643567,5.282444908,None,89.4401663,High
634,Acetone,201.7701586,2.181225468,15.298992,6.036997463,None,89.23873506,High
635,Ethyl Acetate,188.0112807,3.566572756,21.34498773,4.935165295,Plasticizer,90.42571049,High
636,Ethyl Acetate,204.6713443,0.785910751,29.87631881,7.990186575,None,94.82081901,High
637,Acetone,209.7152597,2.283113061,28.44542413,8.994176213,None,93.12900598,High
638,Dichloromethane,209.5166957,4.837179475,5.107043946,9.063082453,Stabilizer,94.03712432,High
639,Ethyl Acetate,200.857961,2.925413935,27.13596911,3.821589707,Stabilizer,85.29639583,Low
640,Toluene,182.7383488,1.795457765,6.662269879,9.16727311,Plasticizer,86.40336367,Low
641,Ethyl Acetate,194.8445175,1.041219334,28.82616465,4.732409855,Fillers,85.8476366,Low
642,Ethyl Acetate,216.8306643,3.665877531,12.04564198,4.474461324,Plasticizer,87.63231005,High
643,Toluene,203.3779564,3.401852195,14.55087076,7.814048459,None,89.41892492,High
644,Acetone,201.5332777,2.182724211,7.290955129,4.437570721,None,91.42053248,High
645,Toluene,190.7541406,4.779236083,7.806818958,2.423731245,Fillers,90.00831266,High
646,Acetone,194.7379568,0.599912658,23.16851413,4.988942178,Fillers,94.03183915,High
647,Acetone,215.8138436,1.866757332,28.60830589,7.771724803,Stabilizer,94.39855959,High
648,Acetone,206.6585219,4.644812688,20.26871237,4.615667362,None,86.63520951,Low
649,Toluene,211.4954811,1.944209472,22.89625039,7.036472448,None,93.5291292,High
650,Acetone,198.1738169,1.635137752,24.04924361,7.280955554,None,89.81722204,High
651,Dichloromethane,205.2098888,2.903991845,11.57035686,7.869888094,None,89.53329471,High
652,Toluene,189.9353443,4.207107875,6.130740773,9.17704373,None,92.84939348,High
653,Dichloromethane,208.2184332,0.964160424,5.046818598,5.460515994,None,85.93140509,Low
654,Acetone,197.1040533,4.743593193,13.76623207,3.331456613,None,93.82493127,High
655,Ethyl Acetate,197.7018206,4.077827965,11.0366057,4.551405723,None,91.70863355,High
656,Acetone,205.972893,1.31562615,6.557943126,5.457338041,Stabilizer,93.75261608,High
657,Dichloromethane,217.4512249,3.704035825,9.488207312,7.711131755,Plasticizer,94.94477578,High
658,Dichloromethane,182.5602539,2.232314252,8.112472457,2.104977004,None,90.18004452,High
659,Toluene,212.9897295,2.310326051,27.87195952,4.526283068,Stabilizer,85.93262198,Low
660,Ethyl Acetate,191.6953244,4.024805416,8.506680336,8.238740648,None,86.66523863,Low
661,Toluene,197.7567782,4.832531636,18.4412116,7.366861627,Fillers,88.23618243,High
662,Dichloromethane,180.8765332,1.069951428,19.82764888,7.853919789,None,86.03552942,Low
663,Acetone,192.0418431,2.392836066,18.58723644,8.494486156,Plasticizer,93.15341826,High
664,Ethyl Acetate,200.1052497,2.664237236,7.476410855,8.265885751,Stabilizer,87.96867851,High
665,Acetone,182.2470431,2.193403176,12.96995904,7.457465329,Fillers,94.75886188,High
666,Acetone,199.6438292,2.134351057,6.281758312,5.517292259,Fillers,92.02591432,High
667,Ethyl Acetate,217.0844252,0.735209004,14.89174785,9.868786631,None,86.7343037,Low
668,Toluene,184.2157287,3.584923793,9.714973282,6.552585565,Plasticizer,89.76042647,High
669,Acetone,210.5776291,2.462964877,19.04081333,3.622153675,Plasticizer,89.66884222,High
670,Dichloromethane,196.3868421,1.376572112,22.32020985,4.342502841,None,89.92511658,High
671,Acetone,206.2069486,4.17215076,18.30299651,7.548499648,None,90.35691171,High
672,Ethyl Acetate,190.4094639,4.111523367,15.85591742,9.397916522,Stabilizer,85.31173082,Low
673,Ethyl Acetate,186.3796905,2.688762326,14.68333552,3.429761034,Stabilizer,91.86301126,High
674,Ethyl Acetate,186.4185046,1.843027975,26.0422942,2.658771966,None,89.87191775,High
675,Toluene,182.8196778,3.371417266,10.48420163,9.052248384,None,92.90965399,High
676,Acetone,187.4258682,1.796684611,23.35545849,9.322223831,Fillers,93.15349573,High
677,Toluene,206.5687754,1.562035686,23.93705812,4.211034763,Plasticizer,87.30535122,High
678,Toluene,215.2676245,3.787315943,15.48000018,5.018285795,Stabilizer,85.48422946,Low
679,Ethyl Acetate,212.5650274,0.681463579,12.43251498,7.28150398,None,92.03233856,High
680,Ethyl Acetate,207.4053724,0.92645812,16.76353715,4.639440167,None,94.77762788,High
681,Toluene,184.4172745,0.530546783,7.330348147,9.017269666,Stabilizer,89.46657987,High
682,Acetone,191.5674979,1.188244339,6.148250806,2.860629622,Fillers,87.5961281,High
683,Dichloromethane,192.392275,0.810455039,7.790079986,2.303857768,Fillers,86.56671895,Low
684,Toluene,189.9982779,4.981110655,9.678625787,3.667889654,None,87.87445597,High
685,Acetone,200.6002264,1.799644865,17.60442051,4.288702226,Plasticizer,88.27919551,High
686,Ethyl Acetate,201.4221526,1.171706057,26.2284159,2.90341273,Plasticizer,89.23874743,High
687,Ethyl Acetate,194.275439,1.584483161,10.8910583,2.525523435,None,91.55407123,High
688,Acetone,194.1515663,4.712565072,28.37905027,8.044861708,Stabilizer,87.73163056,High
689,Dichloromethane,213.1422239,2.840721004,28.87269772,3.314212527,Plasticizer,85.50976763,Low
690,Ethyl Acetate,211.5717139,2.141681433,28.97261512,9.311377593,Stabilizer,88.73278612,High
691,Ethyl Acetate,192.3118333,4.430261561,25.93906837,4.943997292,Stabilizer,93.55629616,High
692,Ethyl Acetate,216.5515378,2.277456217,14.09562602,7.364846478,Stabilizer,89.98351511,High
693,Acetone,218.1126007,2.007538565,6.817097775,3.803216918,Fillers,94.64783758,High
694,Toluene,193.0697017,1.432771351,19.22046829,3.922582148,Plasticizer,90.03621531,High
695,Ethyl Acetate,194.176998,2.200085708,18.9670361,6.597673623,Fillers,87.75898817,High
696,Toluene,200.2253661,1.925079602,26.24939418,6.485143401,Plasticizer,86.93313997,Low
697,Dichloromethane,217.6448325,3.547867817,29.89977627,8.149833824,None,91.94524497,High
698,Ethyl Acetate,215.0527773,1.803122171,17.70393266,8.062506446,Stabilizer,90.36381286,High
699,Ethyl Acetate,184.1027185,3.097398859,13.63010078,7.365502117,Plasticizer,91.03998929,High
700,Dichloromethane,195.7092297,0.796514743,9.647542789,5.593044527,Plasticizer,92.55126789,High
701,Ethyl Acetate,202.1348476,1.360801205,5.11999562,9.12512309,None,92.25903464,High
702,Toluene,200.1252989,2.333323722,17.72784231,6.980627922,Fillers,85.433633,Low
703,Acetone,187.7545227,4.716271643,18.88796667,9.921587924,Plasticizer,93.02571905,High
704,Toluene,214.3526708,2.197633936,25.623462,8.554958543,Plasticizer,90.32703307,High
705,Acetone,207.0776313,3.488333545,17.6144242,2.35447849,Fillers,88.91708531,High
706,Acetone,213.516335,1.647892501,27.91170872,4.564751257,Fillers,90.37519426,High
707,Toluene,214.3505712,1.071651092,20.70208691,6.575005732,Plasticizer,91.12451448,High
708,Toluene,209.9342341,0.7634147,26.00840596,7.771756303,Fillers,86.4950631,Low
709,Toluene,197.568424,1.874360743,8.70754337,6.402691982,None,89.17415395,High
710,Toluene,204.4218702,1.209474621,26.38340326,8.28904338,None,88.3558621,High
711,Dichloromethane,186.4146162,1.283047016,21.87859636,4.261245222,Stabilizer,88.50408945,High
712,Ethyl Acetate,206.9458167,3.923416888,9.255825811,3.47129641,Plasticizer,85.91334938,Low
713,Acetone,187.1701302,0.571271319,9.744088954,2.43133347,None,86.59843488,Low
714,Toluene,207.7579836,3.010145566,28.16251548,6.586509957,None,86.61832068,Low
715,Toluene,189.1839264,2.207576213,5.805384011,7.508796165,None,88.73224743,High
716,Toluene,184.702052,2.779475,16.56337358,4.609197737,Stabilizer,93.94491545,High
717,Dichloromethane,186.6113796,3.032736067,12.83688225,6.908673479,Fillers,87.06027372,High
718,Toluene,180.0796854,1.910154625,21.626936,2.417257847,Stabilizer,89.16192508,High
719,Toluene,208.7495847,1.827989871,25.99073469,2.79434677,Stabilizer,88.11609415,High
720,Toluene,209.296042,3.800308322,14.00945304,7.614038178,Stabilizer,92.87383313,High
721,Ethyl Acetate,200.597334,4.420746447,15.67255218,4.944557642,Stabilizer,85.50126432,Low
722,Dichloromethane,186.454512,1.366617346,29.54794461,7.370672249,Plasticizer,86.96543396,Low
723,Toluene,183.3421735,0.939284422,24.59791274,8.653768962,Plasticizer,87.10641542,High
724,Acetone,180.7651587,4.540081129,27.43010327,8.8209795,None,94.929628,High
725,Acetone,186.6299271,2.074529586,15.96905552,3.377341164,Stabilizer,90.70775018,High
726,Acetone,215.6342214,2.980928258,10.8519051,5.890284579,Stabilizer,86.38958264,Low
727,Dichloromethane,189.6614737,2.11794415,15.29658663,7.871413789,None,87.72199139,High
728,Dichloromethane,194.1708531,1.066110514,22.90229795,8.19184477,Fillers,86.67822094,Low
729,Acetone,184.2138194,3.151992402,7.735760121,8.277407846,Plasticizer,86.2460457,Low
730,Toluene,188.8944522,2.863133833,11.76172764,3.825338675,Stabilizer,92.97182028,High
731,Dichloromethane,200.7689828,1.413471016,6.165897512,3.540278542,Fillers,89.95752629,High
732,Acetone,204.3101073,2.533410701,15.80869346,6.720099746,Fillers,91.31210137,High
733,Acetone,189.8140926,4.086263768,25.6861434,7.928686382,Stabilizer,88.31251247,High
734,Toluene,182.3092864,3.156917464,5.616592207,4.553116124,Stabilizer,90.53695086,High
735,Ethyl Acetate,195.6413148,0.936127972,21.88308817,2.837641255,Fillers,87.57569033,High
736,Dichloromethane,189.3681348,2.966096738,28.31239686,7.733971063,Plasticizer,88.08036275,High
737,Toluene,188.7821569,3.662322347,10.92319654,4.397582651,Plasticizer,91.52237944,High
738,Acetone,218.3945121,4.067165326,22.34087102,3.330901794,Stabilizer,86.50350126,Low
739,Acetone,204.6520194,3.331029104,29.37754753,3.181788227,Stabilizer,91.17221859,High
740,Toluene,202.2751377,1.18696174,29.0569515,4.51927638,None,93.52234816,High
741,Dichloromethane,196.6310041,3.6957797,10.87322983,6.741424527,None,86.20423226,Low
742,Ethyl Acetate,197.1577733,3.548038307,7.50827633,4.86721791,Plasticizer,93.97461281,High
743,Ethyl Acetate,201.6362002,0.609920973,8.707063447,2.165294813,None,85.7944568,Low
744,Acetone,207.8571923,2.352864504,22.55089171,2.775267477,Fillers,88.48909227,High
745,Dichloromethane,208.0858438,1.998276111,23.14397189,4.324025978,Fillers,91.10509315,High
746,Ethyl Acetate,186.8677563,3.512354289,21.85591404,7.277635857,Fillers,90.5941476,High
747,Dichloromethane,200.0045101,1.472611155,13.40195969,2.788120588,Fillers,85.96391072,Low
748,Dichloromethane,196.4783238,3.158923653,9.244423494,6.485254828,Stabilizer,92.98913168,High
749,Acetone,214.8210787,4.609426828,19.5190273,2.959086967,Fillers,94.73153293,High
750,Ethyl Acetate,205.2567568,4.090110675,17.09201114,3.692922619,Plasticizer,86.81228289,Low
751,Toluene,201.3001627,4.646559813,23.22085368,3.37750822,None,93.9513097,High
752,Acetone,184.6157857,4.903276851,16.03400197,2.537829085,Plasticizer,90.56809442,High
753,Ethyl Acetate,204.2255156,0.548015572,13.46599237,7.370638539,Stabilizer,94.35933771,High
754,Ethyl Acetate,184.6881562,3.302335744,12.33696443,5.707228379,None,86.76085958,Low
755,Ethyl Acetate,193.488263,2.35777729,10.286758,8.648427527,None,92.92021393,High
756,Ethyl Acetate,185.7136786,4.369345207,11.6436594,2.79112672,None,85.59781575,Low
757,Ethyl Acetate,207.6829459,1.633166159,7.370760971,3.157863467,Fillers,93.83196447,High
758,Dichloromethane,188.2500846,4.914632701,13.67142527,4.451661851,Stabilizer,91.74159422,High
759,Acetone,195.6743749,3.261685863,5.914245309,8.126927896,Plasticizer,88.70254784,High
760,Dichloromethane,215.8269911,4.07091831,9.660346179,4.446070585,Fillers,86.90466823,Low
761,Toluene,188.1726553,0.885197988,23.66926112,5.26734966,None,93.16533099,High
762,Ethyl Acetate,200.3122026,1.325560481,13.13672472,4.41282853,Plasticizer,91.03241321,High
763,Acetone,196.7708664,3.912816529,21.70592542,2.641794334,Plasticizer,88.60415853,High
764,Ethyl Acetate,180.7249616,0.598939349,22.92210439,9.515468983,Plasticizer,89.43835825,High
765,Acetone,211.7103245,4.175950937,19.52963357,6.388311937,Stabilizer,93.26542656,High
766,Dichloromethane,182.7618363,0.562770584,28.96744353,8.302665505,Fillers,88.38927193,High
767,Acetone,198.9702008,3.457034776,5.535996666,7.266856737,Stabilizer,85.89632678,Low
768,Toluene,202.4271318,2.142922641,23.46631626,6.114034232,None,94.11282172,High
769,Toluene,205.1370583,3.251726837,28.9696661,2.717426053,None,88.8734374,High
770,Acetone,207.5452652,3.632141331,26.55679323,7.141868362,Plasticizer,88.48387511,High
771,Acetone,190.1308953,2.041138486,9.197317295,3.242962847,Plasticizer,87.04399619,High
772,Acetone,180.3991511,0.985831016,13.17050766,5.315065355,Plasticizer,93.97422571,High
773,Acetone,208.9377465,0.813406405,9.311295997,7.032905148,Stabilizer,87.17505334,High
774,Toluene,201.426264,3.150212102,20.0327091,8.257832004,Fillers,91.36672868,High
775,Ethyl Acetate,213.4447081,2.842949092,22.80469955,7.480361406,Stabilizer,93.80765012,High
776,Acetone,212.8555345,3.839904541,12.92684423,7.372268232,None,85.34913615,Low
777,Acetone,213.7330467,2.793809795,18.48766435,3.192337673,Plasticizer,93.28791705,High
778,Toluene,199.4037864,2.401006055,22.27301425,4.769028321,Plasticizer,89.10599422,High
779,Toluene,193.3451358,2.291392302,15.53349542,2.343298181,Stabilizer,91.57974575,High
780,Dichloromethane,211.6623281,0.619011062,26.35038826,7.755815145,None,88.72404563,High
781,Acetone,198.0517645,2.010007408,24.28874838,9.620687851,Fillers,91.95516256,High
782,Dichloromethane,187.3376879,4.892090709,6.616638596,4.112883121,Plasticizer,87.54294915,High
783,Toluene,214.1989608,4.431000093,20.52813248,2.701573673,Plasticizer,85.21930542,Low
784,Toluene,215.3023951,1.982201302,10.88313877,5.804560614,None,94.47787515,High
785,Ethyl Acetate,198.6523902,3.145079323,18.93795662,8.853585785,Plasticizer,85.16367764,Low
786,Acetone,183.0279891,4.312835355,28.92221107,6.415793562,Fillers,93.2409929,High
787,Dichloromethane,195.5130436,2.485734515,26.97655011,2.374217202,Stabilizer,86.69137593,Low
788,Toluene,212.1415064,0.580810387,15.11291008,9.794177924,None,88.92220229,High
789,Toluene,216.0709611,0.835297078,12.28784646,8.62919928,Plasticizer,93.22492377,High
790,Dichloromethane,188.1389097,2.796767246,10.86014361,3.052752616,Plasticizer,87.0593215,High
791,Ethyl Acetate,182.6789445,4.862477191,18.31287174,9.374382052,Fillers,93.65707606,High
792,Toluene,215.0940181,3.61944294,7.856211331,5.605506309,Stabilizer,89.97758939,High
793,Acetone,195.5761976,0.819122861,18.7318752,4.975183925,Fillers,88.66153463,High
794,Toluene,201.6704386,1.352123941,5.033340987,5.688426644,Stabilizer,91.62437747,High
795,Acetone,218.7226325,3.970954144,13.09624077,8.676575655,Fillers,88.41389722,High
796,Dichloromethane,182.6625891,4.28647892,10.49835785,7.275837426,Stabilizer,88.47288359,High
797,Acetone,205.9327203,3.279625638,29.28046975,2.473987619,Plasticizer,92.33526391,High
798,Dichloromethane,182.9642169,3.399904263,23.18105799,9.660834969,Plasticizer,88.09832225,High
799,Acetone,195.0187571,0.627518527,13.74133451,3.182273068,Plasticizer,87.00772648,High
800,Dichloromethane,212.1525818,4.228386168,7.321127163,7.964543614,None,93.07646128,High
801,Acetone,197.3388893,4.047238437,17.92001487,7.089092243,Stabilizer,93.05371034,High
802,Ethyl Acetate,219.8872942,1.665658148,10.33619703,3.500224384,None,89.97585704,High
803,Acetone,202.3623714,3.68904524,18.41073865,3.365856609,Stabilizer,90.26655616,High
804,Acetone,192.8464861,1.466845729,25.88405885,8.96262075,Plasticizer,91.96076626,High
805,Ethyl Acetate,188.804453,0.681485725,20.3948138,5.357559388,None,90.09274292,High
806,Toluene,194.0208214,1.405114442,20.84471049,7.236612113,None,89.17039959,High
807,Toluene,194.901331,1.303829945,18.52575723,6.032568031,Fillers,94.94894193,High
808,Acetone,182.7485471,2.019865985,28.18164082,7.818828137,Stabilizer,86.47640428,Low
809,Ethyl Acetate,194.782968,2.383022737,28.29756711,5.833939,Fillers,90.92727979,High
810,Acetone,198.5695408,2.788425012,17.81808003,4.299039322,None,93.85863026,High
811,Dichloromethane,208.9095101,2.64539244,12.64398718,4.907066968,None,91.87215041,High
812,Dichloromethane,206.2691794,1.718035727,16.48967515,8.872621556,Plasticizer,93.80923299,High
813,Acetone,208.3506262,0.631268009,9.663947805,5.744277543,Fillers,88.3633472,High
814,Toluene,180.3345473,3.2229573,20.90860788,3.707594658,Fillers,87.71992976,High
815,Toluene,188.706696,2.280851734,17.50230839,9.476843105,Fillers,93.51272387,High
816,Acetone,206.4673715,1.844024708,7.582511945,8.372803652,Stabilizer,88.94114576,High
817,Acetone,199.3595747,4.401234693,9.941194528,2.445329168,None,92.09682323,High
818,Dichloromethane,180.212539,3.860344885,16.9907989,9.991543696,Fillers,86.47748578,Low
819,Toluene,212.1797857,4.359944968,27.18972477,7.559413572,Plasticizer,92.55838125,High
820,Acetone,210.9123829,2.727422576,19.15976802,3.282132792,None,90.48982649,High
821,Dichloromethane,201.9367665,1.089190635,22.03837501,3.89734145,Plasticizer,87.6861164,High
822,Toluene,182.658533,3.632996463,13.47571374,7.53956385,None,89.94503964,High
823,Ethyl Acetate,210.660602,1.42733201,19.28528483,8.238088442,Plasticizer,91.96943626,High
824,Dichloromethane,203.3485435,2.485533511,16.18449557,3.912287545,Fillers,85.11886409,Low
825,Toluene,211.2783991,0.79250355,21.47824782,4.055750831,Fillers,91.37467059,High
826,Toluene,210.0698797,4.213887811,6.264389152,4.456965559,Plasticizer,90.41590778,High
827,Dichloromethane,212.1200829,1.066732885,17.33250541,6.784146919,Stabilizer,87.20286168,High
828,Ethyl Acetate,200.7203227,4.563938782,12.39981563,3.374529426,Plasticizer,92.52981074,High
